,Id,PID,MS SubClass,MS Zoning,Lot Area,Street,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,Best Condition,Total Sqft,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Exter Cond_Ex,Exter Cond_Fa,Exter Cond_Gd,Exter Cond_Po,Exter Cond_TA,Lot Shape_IR1,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
1445,2490,532353180,80,RL,8471,Pave,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,CBlock,Gd,Gd,Av,ALQ,506.0,Unf,0.0,0.0,506.0,GasA,TA,Y,SBrkr,1212,0,0,1212,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1978.0,Unf,2.0,492.0,Y,292,12,0,0,0,0,0,7,2006,151000,1,1718.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1446,672,535403210,20,RL,10454,Pave,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,559.0,1105.0,GasA,Gd,Y,FuseA,1105,0,0,1105,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1957.0,Unf,1.0,308.0,Y,0,0,0,0,0,0,0,4,2009,135000,1,2210.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1447,2915,923226290,160,RM,1484,Pave,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,TA,TA,No,Rec,252.0,Unf,0.0,294.0,546.0,GasA,TA,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,Attchd,1972.0,Unf,1.0,253.0,Y,0,0,0,0,0,0,0,5,2006,79400,0,1638.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1448,452,528174050,120,RL,6904,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,PConc,Gd,TA,Av,ALQ,836.0,Unf,0.0,522.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2.0,484.0,Y,192,36,0,0,0,0,0,8,2009,213000,1,2716.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1449,321,916475110,60,RL,14191,Pave,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,Ex,Y,SBrkr,993,915,0,1908,0.0,0.0,2,1,4,1,Gd,9,Typ,0,Attchd,2002.0,Fin,2.0,431.0,Y,135,0,0,0,0,0,0,4,2010,202900,1,2875.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1450,2124,907131120,60,RL,9531,Pave,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,TA,Mn,GLQ,706.0,Unf,0.0,88.0,794.0,GasA,Ex,Y,SBrkr,882,914,0,1796,1.0,0.0,2,1,3,1,TA,7,Typ,0,Attchd,1998.0,RFn,2.0,546.0,Y,0,36,0,0,0,0,0,5,2007,211000,1,2590.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1451,1278,535456050,90,RL,8513,Pave,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,TA,N,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,TA,10,Typ,0,0,1998.0,0,0.0,0.0,N,0,0,0,0,0,0,0,11,2008,130000,1,3600.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1452,914,909251170,50,RL,6171,Pave,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,BrkTil,TA,TA,No,BLQ,264.0,Unf,0.0,712.0,976.0,GasA,Ex,Y,SBrkr,1160,448,0,1608,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Detchd,1925.0,Unf,1.0,216.0,Y,147,16,0,0,0,0,0,10,2009,137450,1,2584.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1453,579,533352150,20,RL,9991,Pave,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,0.0,165.0,1281.0,GasA,Ex,Y,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,TA,8,Min1,1,Attchd,1993.0,Unf,2.0,490.0,Y,120,78,0,0,0,0,0,6,2009,150000,0,2901.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1454,1418,905480240,50,RL,9084,Pave,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,0.0,616.0,GasA,TA,N,SBrkr,616,495,0,1111,0.0,1.0,1,0,3,1,TA,5,Typ,0,Detchd,1941.0,Unf,1.0,200.0,Y,48,0,0,0,0,0,0,3,2008,95000,1,1727.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1455,1166,533213070,160,FV,2280,Pave,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,195.0,744.0,GasA,Gd,Y,SBrkr,757,744,0,1501,0.0,0.0,2,1,3,1,TA,6,Typ,0,Detchd,1999.0,Unf,2.0,440.0,Y,0,0,0,0,0,0,0,8,2008,179400,1,2245.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1456,1797,528458090,60,FV,10411,Pave,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,CBlock,Gd,TA,0,Unf,0.0,Unf,0.0,725.0,725.0,GasA,Ex,Y,SBrkr,725,863,0,1588,0.0,0.0,3,0,3,1,Gd,8,Typ,0,Attchd,2007.0,Unf,2.0,561.0,Y,0,0,0,0,0,0,0,7,2007,212109,1,2313.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1457,2568,535105160,20,RL,8500,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,1235.0,GasA,TA,Y,SBrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,TA,6,Typ,0,Attchd,1961.0,Unf,2.0,480.0,Y,0,0,0,0,0,0,0,12,2006,98600,0,2470.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1458,2075,905376090,20,RL,17541,Pave,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Gd,Mn,BLQ,300.0,Unf,0.0,109.0,409.0,GasA,Ex,Y,SBrkr,1325,0,0,1325,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Detchd,1996.0,Unf,2.0,576.0,Y,0,42,0,0,0,0,0,7,2007,216000,1,1734.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1459,2445,528315080,60,RL,9545,Pave,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,322.0,Gd,PConc,Gd,TA,Mn,GLQ,505.0,Unf,0.0,655.0,1160.0,GasA,Ex,Y,SBrkr,1205,1029,0,2234,1.0,0.0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2000.0,RFn,3.0,768.0,Y,0,50,0,0,0,0,0,6,2006,300000,1,3394.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1460,229,905109130,60,RL,14000,Pave,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306,954,0,2260,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,1996.0,RFn,2.0,533.0,Y,296,44,0,0,0,0,0,4,2010,328000,1,3566.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1461,1663,527402090,80,RL,10500,Pave,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,CBlock,TA,TA,Av,ALQ,349.0,Unf,0.0,23.0,372.0,GasA,TA,Y,SBrkr,576,533,0,1109,0.0,1.0,1,0,3,1,TA,5,Typ,0,BuiltIn,1971.0,Unf,1.0,288.0,Y,35,0,0,0,0,0,0,12,2007,139000,1,1481.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1462,2727,905202210,20,RL,13050,Pave,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,None,0.0,TA,CBlock,Gd,TA,Av,Rec,104.0,ALQ,850.0,46.0,1000.0,GasA,Ex,Y,SBrkr,1000,0,0,1000,1.0,0.0,1,0,1,1,TA,4,Typ,2,Attchd,1993.0,Unf,2.0,575.0,Y,238,0,148,0,0,0,0,4,2006,164000,1,2000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1463,2226,909451130,160,RM,1782,Pave,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,TA,No,GLQ,330.0,Unf,0.0,186.0,516.0,GasA,Gd,Y,SBrkr,529,516,0,1045,0.0,0.0,1,0,2,1,TA,5,Typ,1,Detchd,1980.0,Unf,2.0,462.0,Y,180,0,0,0,0,0,0,12,2007,123900,1,1561.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1464,130,534450180,20,RL,7207,Pave,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,CBlock,TA,TA,Gd,BLQ,696.0,Unf,0.0,162.0,858.0,GasA,Gd,Y,SBrkr,858,0,0,858,1.0,0.0,1,0,2,1,TA,4,Typ,0,0,1980.0,0,0.0,0.0,Y,117,0,0,0,0,0,0,2,2010,116500,1,1716.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1465,1675,527427200,120,RH,10943,Pave,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,930.0,Unf,0.0,475.0,1405.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1997.0,Fin,2.0,522.0,Y,0,68,0,0,0,0,0,10,2007,177000,1,2742.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1466,2038,903457130,190,RM,4330,Pave,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,4,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,TA,No,Rec,681.0,ALQ,127.0,0.0,808.0,GasA,TA,Y,SBrkr,838,477,0,1315,1.0,0.0,2,0,3,1,TA,5,Typ,0,Detchd,1958.0,RFn,2.0,436.0,Y,0,0,0,0,0,0,0,2,2007,99500,1,2123.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1467,2416,528221010,20,RL,11660,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1326.0,1326.0,GasA,Ex,Y,SBrkr,1326,0,0,1326,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2006.0,Fin,2.0,427.0,Y,100,0,0,0,0,0,0,7,2006,174190,1,2652.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1468,2507,533212100,160,FV,3180,Pave,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,600,80,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2.0,480.0,Y,0,166,0,0,0,0,0,6,2006,151000,1,1720.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1469,269,907290170,120,RM,4435,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,Gd,TA,Av,GLQ,672.0,Unf,0.0,176.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,Attchd,2003.0,Fin,2.0,420.0,Y,140,0,0,0,0,0,0,4,2010,143750,1,1696.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1470,981,923230200,85,RL,7689,Pave,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,TA,Av,GLQ,720.0,BLQ,76.0,0.0,796.0,GasA,Gd,Y,SBrkr,796,0,0,796,0.0,1.0,1,0,2,1,TA,4,Typ,0,Detchd,1998.0,Unf,1.0,336.0,Y,138,0,0,0,0,0,0,7,2009,131900,1,1592.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1471,2296,923230010,60,RL,8286,Pave,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,PConc,Gd,TA,No,Rec,531.0,Unf,0.0,185.0,716.0,GasA,Ex,Y,SBrkr,716,716,0,1432,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1977.0,Fin,2.0,531.0,Y,0,136,0,0,240,0,0,6,2007,157000,1,2148.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1472,940,910202070,70,RM,10690,Pave,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,Fa,No,Rec,456.0,Unf,0.0,216.0,672.0,GasA,Gd,Y,FuseA,672,672,0,1344,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1964.0,Unf,1.0,468.0,Y,0,128,218,0,0,0,0,7,2009,147000,1,2016.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1473,475,528235010,60,RL,7795,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,425.0,Unf,0.0,291.0,716.0,GasA,Ex,Y,SBrkr,716,716,0,1432,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Attchd,2004.0,Fin,2.0,432.0,Y,100,51,0,0,0,0,0,7,2009,188500,1,2148.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1474,2404,528174080,120,RL,7052,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,GasA,Ex,Y,SBrkr,1364,0,0,1364,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2.0,484.0,Y,192,36,0,0,0,0,0,6,2006,185850,1,2728.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1475,2491,532376080,20,RL,9308,Pave,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,TA,No,Rec,554.0,Unf,0.0,430.0,984.0,GasA,TA,Y,SBrkr,984,0,0,984,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1965.0,Unf,1.0,310.0,Y,0,0,0,0,0,0,0,7,2006,126000,1,1968.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1476,601,534275100,20,RL,8125,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,TA,No,BLQ,403.0,Unf,0.0,461.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1960.0,Unf,1.0,308.0,Y,0,0,0,0,0,0,0,9,2009,118000,1,1728.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1477,1640,527252050,120,RL,8035,Pave,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,Gd,PConc,Ex,TA,Gd,GLQ,797.0,Unf,0.0,815.0,1612.0,GasA,Ex,Y,SBrkr,1612,0,0,1612,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Attchd,2006.0,Fin,2.0,556.0,Y,0,164,0,0,0,0,0,3,2007,319900,1,3224.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1478,2926,923275080,80,RL,7937,Pave,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,TA,Av,GLQ,819.0,Unf,0.0,184.0,1003.0,GasA,TA,Y,SBrkr,1003,0,0,1003,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1984.0,Unf,2.0,588.0,Y,120,0,0,0,0,0,0,3,2006,142500,1,2006.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1479,653,535354070,20,RL,9600,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1950.0,Fin,1.0,246.0,Y,126,0,0,0,0,0,0,8,2009,129900,1,2400.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1480,2406,528181030,120,RL,6955,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2.0,474.0,Y,132,35,0,0,0,0,0,9,2006,202500,1,2736.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1481,2701,904100170,20,RL,21370,Pave,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,TA,Y,FuseA,1640,0,0,1640,0.0,0.0,1,0,3,1,TA,7,Min1,1,Attchd,1950.0,RFn,2.0,394.0,Y,0,0,225,0,0,0,600,6,2006,131000,1,1640.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1482,1472,907295100,90,RM,10126,Pave,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,TA,Gd,GLQ,1593.0,LwQ,162.0,83.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,1838,2.0,0.0,2,0,2,2,TA,8,Typ,0,Attchd,1998.0,Unf,3.0,721.0,Y,160,67,0,0,0,0,0,7,2008,185000,1,3676.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1483,417,527455080,160,RL,2364,Pave,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Gd,CBlock,Gd,TA,No,ALQ,279.0,Unf,0.0,576.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,Attchd,1978.0,Fin,2.0,440.0,Y,147,0,0,0,0,0,0,4,2009,138000,1,2311.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1484,2664,902329070,70,RM,3600,Pave,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Ex,N,FuseA,684,684,0,1368,0.0,0.0,1,0,3,1,TA,7,Typ,0,Detchd,1930.0,Unf,1.0,216.0,N,0,158,0,0,0,0,0,10,2006,114504,1,2052.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1485,283,908225320,50,RL,8741,Pave,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,Fa,No,LwQ,94.0,Unf,0.0,641.0,735.0,GasA,TA,Y,FuseA,798,689,0,1487,0.0,0.0,1,1,3,1,TA,7,Typ,1,Detchd,1949.0,Unf,1.0,220.0,Y,0,140,0,0,0,0,0,4,2010,113000,0,2222.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1486,302,910202060,50,RM,5436,Pave,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,TA,No,BLQ,735.0,Unf,0.0,61.0,796.0,GasA,Gd,Y,SBrkr,796,358,0,1154,1.0,0.0,1,0,3,1,Gd,7,Typ,0,Detchd,1922.0,Unf,1.0,240.0,N,0,96,0,0,0,0,0,5,2010,125500,1,1950.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1487,2053,905102010,80,RL,14149,Pave,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,Gd,CBlock,TA,TA,Gd,LwQ,68.0,BLQ,722.0,190.0,980.0,GasA,TA,Y,SBrkr,1020,0,0,1020,0.0,1.0,2,0,3,1,TA,5,Typ,1,Detchd,1970.0,Unf,2.0,528.0,Y,0,0,0,0,0,0,0,5,2007,165000,1,2000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1488,2662,902325160,50,RM,5000,Pave,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,540.0,540.0,GasA,Gd,N,FuseA,889,551,0,1440,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1940.0,Unf,1.0,352.0,Y,0,0,77,0,0,0,0,4,2006,79000,0,1980.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1489,99,533212060,160,FV,2544,Pave,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,PConc,Gd,TA,No,GLQ,376.0,Unf,0.0,224.0,600.0,GasA,Ex,Y,SBrkr,600,636,0,1236,1.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2.0,480.0,Y,0,166,0,0,0,0,0,5,2010,152000,1,1836.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
